position,variable,label,block,type,n_valid,n_missing,min,max,mean,value_labels,derivation
110,REGION2_CHE,Region 2 Switzerland,wave-specific,numeric,1010,142449,1.0,7.0,,1 = Lake Geneva region (CH01) | 2 = Espace Mittelland (CH02) | 3 = Northwestern Switzerland (CH03) | 4 = Zurich (CH04) | 5 = Eastern Switzerland (CH05) | 6 = Central Switzerland (CH06) | 7 = Ticino (CH07),As supplied in the source file for this wave.
111,REGION2_CHL,Region 2 Chile,wave-specific,numeric,1001,142458,1.0,4.0,,1 = Norte (North) | 2 = Sur (South) | 3 = Centro (Central) | 4 = RM,As supplied in the source file for this wave.
112,REGION2_CHN,Region 2 China,wave-specific,numeric,3010,140449,1.0,6.0,,1 = North | 2 = Northeast | 3 = East | 4 = South Central | 5 = Southwest | 6 = Northwest,As supplied in the source file for this wave.
113,REGION4_CIV,Region 4 Ivory Coast,wave-specific,numeric,1000,142459,1.0,33.0,,1 = Abidjan | 2 = Agneby-Tiassa | 4 = Bagoue | 5 = Belier | 6 = Bere | 8 = Cavally | 10 = Gbeke | 11 = Gbokle | 12 = Goh | 13 = Gontougo | 14 = Grands Ponts | 15 = Guemon | 16 = Hambol | 17 = Haut-Sassandra | 18 = Iffou | 19 = Indenie-Djuablin | 21 = La Me | 22 = Loh-Djiboua | 23 = Marahoue | 25 = Nawa | 27 = Poro | 28 = San-Pedro | 29 = Sud Comoe | 30 = Tchologo | 31 = Tonkpi | 33 = Yamoussoukro,As supplied in the source file for this wave.
114,REGION_COG,Region Congo Brazzaville,wave-specific,numeric,1000,142459,1.0,12.0,,1 = Bouenza | 2 = Brazzaville | 3 = Cuvette | 4 = Cuvette Ouest | 5 = Kouilou | 6 = Lekoumou | 7 = Likouala | 8 = Niari | 9 = Plateaux | 10 = Pool | 11 = Sangha | 12 = Pointe-Noire,As supplied in the source file for this wave.
115,REGION2_COL,Region2 Colombia,wave-specific,numeric,1003,142456,1.0,5.0,,1 = Bogotá | 2 = North Caribbean | 3 = Central East | 4 = Antioquia/Eje Cafetero | 5 = South West,As supplied in the source file for this wave.
116,REGION_COM,Region Comoros,wave-specific,numeric,1000,142459,1.0,3.0,,1 = Grande Comore (Ngazidja) | 2 = Anjouan (Ndzuwani) | 3 = Moheli (Mwali),As supplied in the source file for this wave.
117,REGION3_CRI,Region 3 Costa Rica,wave-specific,numeric,1000,142459,1.0,7.0,,1 = Gran Area Metropolitana | 3 = Chorotega | 4 = Pacífico Central | 5 = Brunca | 6 = Huetar Atlántico | 7 = Huetar Norte,As supplied in the source file for this wave.
118,REGION_CYP,Region Cyprus,wave-specific,numeric,1003,142456,1.0,5.0,,1 = Nicosia | 2 = Limassol | 3 = Larnaka | 4 = Famagusta | 5 = Pafos,As supplied in the source file for this wave.
119,REGION2_CZE,Region 2 Czech Republic,wave-specific,numeric,1005,142454,1.0,8.0,,1 = Prague | 2 = Central Bohemia | 3 = Southwest | 4 = Northwest | 5 = Northeast | 6 = Southeast | 7 = Central Moravia | 8 = Moravskoslezsko,As supplied in the source file for this wave.
120,REGION_DEU,Region Germany,wave-specific,numeric,1007,142452,4001.0,4016.0,,4001 = Schleswig-Holstein | 4002 = Hamburg | 4003 = Niedersachsen | 4004 = Bremen | 4005 = Nordrhein-Westfalen | 4006 = Hessen | 4007 = Rheinland-Pfalz | 4008 = Baden-Wurttemberg | 4009 = Bayern | 4010 = Saarland | 4011 = Berlin | 4012 = Brandenburg | 4013 = Mecklenburg-Vorpommern | 4014 = Sachsen | 4015 = Sachsen-Anhalt | 4016 = Thuringen,As supplied in the source file for this wave.
121,REGION2_DNK,Region2 Denmark,wave-specific,numeric,1004,142455,3001.0,3005.0,,3001 = Region Hovedstaden (Capital Region of Denmark) | 3002 = Region Sjaelland (Region Zealand) | 3003 = Region Syddanmark (Southern Denmark Region) | 3004 = Region Midtjylland (Central Denmark Region) | 3005 = Region Nordjylland (North Denmark Region),As supplied in the source file for this wave.
122,REGION2_DOM,Region2 Dominican Republic,wave-specific,numeric,1000,142459,1.0,6.0,,1 = National District | 2 = Santo Domingo | 3 = East Region | 4 = North West Region | 5 = North East Region | 6 = South Region,As supplied in the source file for this wave.
123,REGION_DRC,Region Congo Kinshasa,wave-specific,numeric,1000,142459,1.0,11.0,,1 = Bandundu | 2 = Bas Congo | 3 = Equateur | 4 = Kasai Occidental | 5 = Kasai Oriental | 6 = Katanga | 7 = Kinshasa | 8 = Maniema | 9 = Nord Kivu | 10 = Province Orientale | 11 = Sud Kivu,As supplied in the source file for this wave.
124,REGION2_DZA,Region 2 Algeria,wave-specific,numeric,1000,142459,1.0,98.0,,1 = North Central | 2 = Northeast | 3 = Northwest | 4 = Algiers | 5 = South | 98 = (DK),As supplied in the source file for this wave.
125,REGION2_ECU,Region 2 Ecuador,wave-specific,numeric,1000,142459,1.0,3.0,,1 = Costa (Coast) | 2 = Sierra (Mountain) | 3 = Oriente (East),As supplied in the source file for this wave.
126,REGION2_EGY,Region 2 Egypt,wave-specific,numeric,1000,142459,1.0,3.0,,1 = Urban Governorates | 2 = Northern Governorates (Nile Delta) | 3 = Southern Governorates (Upper Egypt),As supplied in the source file for this wave.
127,REGION2_ESP,Region 2 Spain,wave-specific,numeric,1012,142447,7001.0,7007.0,,7001 = North-West | 7002 = North-East | 7003 = Community of Madrid | 7004 = Centre | 7005 = East | 7006 = South | 7007 = The Canaries,As supplied in the source file for this wave.
128,REGION2_EST,Region 2 Estonia,wave-specific,numeric,1011,142448,1.0,8.0,,1 = North Estonia | 4 = West Estonia | 6 = Central Estonia | 7 = North-Eastern Estonia | 8 = South Estonia,As supplied in the source file for this wave.
129,REGION_ETH,Region Ethiopia,wave-specific,numeric,1000,142459,1.0,11.0,,1 = Addis Abeba | 2 = Afar | 4 = Benishangul | 5 = Diredawa | 6 = Gambella | 8 = Oromia | 9 = Somali | 10 = Southern | 11 = Tigray,As supplied in the source file for this wave.
130,REGION3_FIN,Region 3 Finland,wave-specific,numeric,1001,142458,1.0,4.0,,1 = FI19 Lansi-Suomi/Western Finland | 2 = FI1B Helsinki-Uusimaa/Region Uusimaa | 3 = FI1C Etela-Suomi/Southern Finland/FI12Aland | 4 = FI1D Pohjois-ja Ita-Suomi/North and East Finland,As supplied in the source file for this wave.
131,REGION3_FRA,Region 3 France,wave-specific,numeric,1007,142452,1.0,13.0,,1 = Grand Est | 2 = Nouvelle-Aquitaine | 3 = Auvergne Rhone-Alps | 4 = Bourgogne Franche-Comte | 5 = Brittany | 6 = Center-Val de Loire | 7 = Corsica | 8 = Paris-Isle-of-France | 9 = Occitanie | 10 = Hauts-de-France | 11 = Normandy | 12 = Pays de la Loire | 13 = Provence-Alpes-Cote dAzur/PACA,As supplied in the source file for this wave.
132,REGION_GAB,Region Gabon,wave-specific,numeric,1000,142459,1.0,9.0,,1 = Estuaire | 2 = Haut-Ogooue | 3 = Moyen-Ogooue | 4 = Ngounie | 5 = Nyanga | 6 = Ogooue-Ivindo | 7 = Ogooue-Lolo | 8 = Ogooue-Maritime | 9 = Woleu-Ntem,As supplied in the source file for this wave.
133,REGION_GBR,Region United Kingdom,wave-specific,numeric,1006,142453,1.0,12.0,,1 = East Midlands | 2 = East of England | 3 = London | 4 = North East | 5 = North West | 6 = Scotland | 7 = South East | 8 = South West | 9 = Wales | 10 = West Midlands | 11 = Yorkshire and The Humber | 12 = Northern Ireland,As supplied in the source file for this wave.
134,REGION2_GEO,Region2 Georgia,wave-specific,numeric,1000,142459,1.0,4.0,,1 = Capital | 2 = Western Georgia | 3 = Central Georgia | 4 = Eastern Georgia,As supplied in the source file for this wave.
135,REGION3_GHA,Region 3 Ghana,wave-specific,numeric,1000,142459,1.0,16.0,,1 = Ashanti | 2 = Bono Region | 3 = Bono East Region | 4 = Ahafo Region | 5 = Central | 6 = Eastern | 7 = Greater Accra | 8 = Northern | 9 = Savannah | 10 = North East | 11 = Upper East | 12 = Upper West | 13 = Volta Region | 14 = Oti | 15 = Western Region | 16 = Western North,As supplied in the source file for this wave.
136,REGION2_GMB,Region 2 Gambia,wave-specific,numeric,1008,142451,1.0,8.0,,1 = Banjul | 2 = Kanifing | 3 = Brikama | 4 = Janjanbureh | 5 = Kuntaur | 6 = Mansakonko | 7 = Kerewan | 8 = Basse,As supplied in the source file for this wave.
137,REGION_GRC,Region Greece,wave-specific,numeric,1006,142453,1.0,13.0,,1 = Attica | 2 = Central Greece | 3 = Central Macedonia | 4 = Crete | 5 = East Macedonia and Thrace | 6 = Epirus | 7 = Ionian Islands | 8 = North Aegean | 9 = Peloponnese | 10 = South Aegean | 11 = Thessaly | 12 = West Greece | 13 = West Macedonia,As supplied in the source file for this wave.
138,REGION2_GTM,Region 2 Guatemala,wave-specific,numeric,1002,142457,1.0,8.0,,1 = Metropolitan | 2 = North | 3 = Northeast | 4 = Southeast | 5 = Central | 6 = Southwest | 7 = Northwest | 8 = Petén,As supplied in the source file for this wave.
139,REGION2_GUI,Region 2 Guinea,wave-specific,numeric,1000,142459,1.0,4.0,,1 = Basse Guinee | 2 = Moyenne Guinee | 3 = Haute Guinee | 4 = Guinee Forestiere,As supplied in the source file for this wave.
140,REGION_HKG,Region Hong Kong,wave-specific,numeric,1004,142455,1.0,3.0,,1 = Hong Kong Island | 2 = Kowloon | 3 = New Territories,As supplied in the source file for this wave.
141,REGION2_HND,REGION 2 Honduras,wave-specific,numeric,1002,142457,1.0,7.0,,1 = South (Sur) | 2 = North-East (Nor Oriente) | 3 = Central - West (Centro Occidental) | 4 = Central - East (Centro Oriental) | 5 = North (Norte) | 6 = West | 7 = Atlantic Coast (Litoral Atlantico),As supplied in the source file for this wave.
142,REGION3_HRV,Region 3 Croatia,wave-specific,numeric,1007,142452,1.0,4.0,,1 = Panonska Hrvatska (HR02) | 2 = Jadranska Hrvatska (HR03) | 3 = Grad Zagreb (HR05) | 4 = Sjeverna Hrvatska (HR06),As supplied in the source file for this wave.
143,REGION2_HUN,Region 2 Hungary,wave-specific,numeric,1006,142453,1.0,7.0,,1 = Central Hungary | 2 = Southern Transdanubia | 3 = Southern Great Plains | 4 = Northern Hungary | 5 = Central Transdanubia | 6 = West Transdanubia | 7 = Northern Great Plains,As supplied in the source file for this wave.
144,REGION_ICL,Region Iceland,wave-specific,numeric,500,142959,1.0,2.0,,1 = Capital area | 2 = Outside the capital area,As supplied in the source file for this wave.
145,REGION2_IDN,Region2 Indonesia,wave-specific,numeric,1053,142406,1.0,8.0,,"1 = Sumatra | 2 = DKI Jakarta, Banten, West Java | 3 = Central Java, DI Yogjakarta | 4 = East Java | 5 = Kalimantan | 6 = Sulawesi | 7 = Bali, NTB, NTT | 8 = Indonesia Timur",As supplied in the source file for this wave.
146,REGION2_IND,Region 2 India,wave-specific,numeric,3058,140401,1.0,5.0,,1 = Central | 2 = East | 3 = West | 4 = North | 5 = South,As supplied in the source file for this wave.
147,REGION2_IRL,Region 2 Ireland,wave-specific,numeric,1009,142450,1.0,8.0,,1 = Border | 2 = Dublin | 3 = Mid-East | 4 = Midland | 5 = Mid-West | 6 = South-East | 7 = South-West | 8 = West,As supplied in the source file for this wave.
148,REGION_IRQ,Region Iraq,wave-specific,numeric,1033,142426,1.0,18.0,,1 = Baghdad | 2 = Basra | 3 = Najaf | 4 = Anbar | 5 = Kirkuk (Tamim) | 6 = Sulaymaniya | 7 = Arbil | 8 = Diyala | 9 = Ninawa | 10 = Dhi Qar | 11 = Babil | 12 = Maysan | 13 = Wasit | 14 = Salah ad-Din | 15 = Muthanna | 16 = Qadisiyyah | 17 = Karbala | 18 = Duhok,As supplied in the source file for this wave.
149,REGION_ISR,Region Israel,wave-specific,numeric,1001,142458,1.0,6.0,,1 = Jerusalem District | 2 = Northern District | 3 = Haifa District | 4 = Central District | 5 = Tel Aviv District | 6 = Southern District,As supplied in the source file for this wave.
150,REGION2_ITA,Region 2 Italy,wave-specific,numeric,1008,142451,10001.0,10005.0,,10001 = North West | 10002 = North East | 10003 = Centre | 10004 = South | 10005 = Islands,As supplied in the source file for this wave.
151,REGION4_JMC,Region 4 Jamaica,wave-specific,numeric,500,142959,1.0,3.0,,1 = Cornwall County | 2 = Middlesex County | 3 = Surrey County,As supplied in the source file for this wave.
152,REGION_JOR,Region Jordan,wave-specific,numeric,1000,142459,1.0,12.0,,1 = Amman | 2 = Al Zarqa | 3 = Al Balqa a | 4 = Madaba | 5 = Irbid | 6 = Al Mafraq | 7 = Jarash | 8 = Ajloun | 9 = Al Karak | 10 = Al Tafilah | 11 = Ma an | 12 = Al Aqaba,As supplied in the source file for this wave.
153,REGION_JPN,Region Japan,wave-specific,numeric,1006,142453,1.0,99.0,,1 = Hokkaido | 2 = Tohoku | 3 = Kanto | 4 = Hokuriku | 5 = Koshinetsu | 6 = Tokai | 7 = Chukyo | 8 = Kansai | 9 = Chugoku | 10 = Shikoku | 11 = Kyushu | 99 = (Refused),As supplied in the source file for this wave.
154,REGION2_KEN,Region 2 Kenya,wave-specific,numeric,1000,142459,1.0,8.0,,1 = Nairobi Province | 2 = Central Province | 3 = Eastern Province | 4 = Nyanza Province | 5 = Rift Valley Province | 6 = Western Province | 7 = North Eastern Province | 8 = Coast Province,As supplied in the source file for this wave.
155,REGION2_KGZ,Region 2 Kyrgyzstan,wave-specific,numeric,1000,142459,1.0,3.0,,1 = Bishkek | 2 = South | 3 = North,As supplied in the source file for this wave.
156,REGION2_KHM,Region 2 Cambodia,wave-specific,numeric,1000,142459,1.0,4.0,,1 = Plains Region | 2 = Tonle Sap Region | 3 = Coastal Region | 4 = Plateau and Mountain Region,As supplied in the source file for this wave.
157,REGION_KOR,Region South Korea,wave-specific,numeric,1002,142457,1.0,99.0,,1 = Seoul | 2 = Busan | 3 = Daegu | 4 = Incheon | 5 = Gwangju | 6 = Daejeon | 7 = Ulsan | 8 = Gyeonggi-do | 9 = Gangwo-do | 10 = Chungcheongbuk-do (Northern Chungcheong) | 11 = Chungcheongnam-do (Southern Chungcheong) | 12 = Jeollabuk-do (Northern Jeolla) | 13 = Jeollanam-do (Southern Jeolla) | 14 = Gyeongsangbuk-do (Northern Gyeongsang) | 15 = Gyeongsangnam-do (Southern Gyeongsang) | 16 = Jeju-do | 17 = Sejong | 99 = (Refused),As supplied in the source file for this wave.
158,REGION2_KOS,Region 2 Kosovo,wave-specific,numeric,1000,142459,1.0,9.0,,1 = Prishtina region | 2 = Mitrovica region | 3 = Gjilan region | 4 = Gjakove region | 5 = Prizren region | 6 = Peja region | 7 = Ferizaj region | 8 = North Kosovo | 9 = Other (Serb-majority municipalities),As supplied in the source file for this wave.
159,REGION_KWT,Region Kuwait,wave-specific,numeric,1000,142459,1.0,99.0,,1 = Kuwait | 2 = Hawali | 3 = Furawania | 4 = Al Ahmadi | 5 = Al Juhraa | 6 = Grand Mubarrak | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
160,REGION2_LAO,Region 2 Laos,wave-specific,numeric,1000,142459,1.0,3.0,,1 = North | 2 = Central | 3 = South,As supplied in the source file for this wave.
161,REGION3_LBN,Which governorate do you live in?,wave-specific,numeric,1002,142457,1.0,9.0,,1 = Beirut Governorate | 2 = Nabatieh Governorate (Jabal Amel) | 3 = Beqaa Governorate | 4 = North Governorate (al-Shamal) | 5 = Mount Lebanon Governorate (Jabal Lubnan) | 6 = South Governorate (al-Janoub) | 7 = Akkar | 9 = Keserwan & Jbeil,As supplied in the source file for this wave.
162,REGION_LBR,Region Liberia,wave-specific,numeric,1000,142459,1.0,15.0,,1 = Bomi | 2 = Bong | 3 = Gbarpolu | 4 = Grand Bassa | 5 = Grand Cape Mount | 6 = Grand Gedeh | 7 = Grand Kru | 8 = Lofa | 9 = Margibi | 10 = Maryland | 11 = Montserrado | 12 = Nimba | 13 = Rivercess | 14 = River Gee | 15 = Sinoe,As supplied in the source file for this wave.
163,REGION_LKA,Region Sri Lanka,wave-specific,numeric,1002,142457,1.0,9.0,,1 = Western | 2 = Central | 3 = Southern | 4 = Northern | 5 = Eastern | 6 = Northwest | 7 = North Central | 8 = Uva | 9 = Sabaragamuwa,As supplied in the source file for this wave.
164,REGION_LSO,Region Lesotho,wave-specific,numeric,1005,142454,1.0,10.0,,1 = Berea | 2 = Butha-Buthe | 3 = Leribe | 4 = Mafeteng | 5 = Maseru | 6 = Mohale’s Hoek | 7 = Mokhotlong | 8 = Qacha’s Nek | 9 = Quthing | 10 = Thaba Tseka,As supplied in the source file for this wave.
165,REGION_LTU,Region Lithuania,wave-specific,numeric,1022,142437,1.0,10.0,,1 = Alytaus county | 2 = Kauno county | 3 = Klaipedos county | 4 = Marijampoles county | 5 = Panevezio county | 6 = Siauliu county | 7 = Taurages county | 8 = Telsiu county | 9 = Utenos county | 10 = Vilnius county,As supplied in the source file for this wave.
166,REGION_LUX,Region Luxembourg,wave-specific,numeric,1008,142451,1.0,12.0,,1 = Clervaux | 2 = Diekirch | 3 = Redange | 4 = Vianden | 5 = Wiltz | 6 = Echternach | 7 = Grevenmacher | 8 = Remich | 9 = Capellen | 10 = Esch-sur-Alzette | 11 = Luxembourg | 12 = Mersch,As supplied in the source file for this wave.
167,REGION1_LVA,Region 1 Latvia,wave-specific,numeric,1012,142447,1.0,5.0,,1 = Riga | 2 = Vidzeme | 3 = Kurzeme | 4 = Zemgale | 5 = Latgale,As supplied in the source file for this wave.
168,REGION_LYB,Region Libya,wave-specific,numeric,1001,142458,1.0,22.0,,1 = Al-Kufrah | 2 = Benghazi | 3 = Tarabulus | 4 = Al-Butnan | 5 = Al-Jabal al-Akhdar | 6 = Al-Jifarah | 7 = Al-Marj | 9 = Al-Wahah | 10 = Az-Zawiyah | 11 = Darnah | 12 = Misratah | 13 = Al Jabal al Gharbi | 14 = Al Jufrah | 15 = An Nuqat al Khams | 16 = Ghat | 17 = Murzuq | 18 = Nalut | 19 = Sabha | 20 = Surt | 21 = Wadi al Hayat | 22 = Wadi ash Shati,As supplied in the source file for this wave.
169,REGION3_MAR,Region 3 Morocco,wave-specific,numeric,1007,142452,1.0,10.0,,1 = Tanger-Tetouan-Al Hoceima Region | 2 = Oriental Region | 3 = Fes-Meknes Region | 4 = Rabat-Sale-Kenitra Region | 5 = Beni Mellal-Khenifra Region | 6 = Casablanca-Settat Region | 7 = Marrakech-Safi Region | 8 = Draa-Tafilalet Region | 9 = Souss-Massa Region | 10 = Guelmim-Oued Noun Region,As supplied in the source file for this wave.
170,REGION2_MDA,Region2 Moldova,wave-specific,numeric,1000,142459,1.0,3.0,,1 = North | 2 = Center | 3 = South,As supplied in the source file for this wave.
171,REGION2_MDG,Region 2 Madagascar,wave-specific,numeric,1000,142459,1.0,6.0,,1 = Antananarivo | 2 = Antsiranana | 3 = Fianarantsoa | 4 = Mahajanga | 5 = Toamasina | 6 = Toliary,As supplied in the source file for this wave.
172,REGION2_MEX,Region 2 Mexico,wave-specific,numeric,1001,142458,1.0,3.0,,1 = Norte (North) | 2 = Sur (South) | 3 = Centro (Central),As supplied in the source file for this wave.
173,REGION2_MKD,Region 2 Macedonia,wave-specific,numeric,1006,142453,1.0,5.0,,1 = Skopje | 2 = Northwest Macedonia | 3 = Southwest Macedonia | 4 = East Macedonia | 5 = Northeast Macedonia,As supplied in the source file for this wave.
174,REGION2_MLI,Region 2 Mali,wave-specific,numeric,1000,142459,1.0,8.0,,1 = Bamako | 3 = Kayes | 5 = Koulikoro | 7 = Segou | 8 = Sikasso,As supplied in the source file for this wave.
175,REGION_MLT,Region Malta,wave-specific,numeric,1000,142459,1.0,6.0,,1 = Southern Harbour District | 2 = Northern Harbour District | 3 = South Eastern District | 4 = Western District | 5 = North District | 6 = Gozo and Comino,As supplied in the source file for this wave.
176,REGION2_MLW,Region 2 Malawi,wave-specific,numeric,1000,142459,1.0,3.0,,1 = Central Region | 2 = Northern Region | 3 = Southern Region,As supplied in the source file for this wave.
177,REGION_MMR,Region Myanmar,wave-specific,numeric,1003,142456,1.0,15.0,,1 = Chin State | 2 = Kachin State | 3 = Kayah State | 4 = Kayin State | 5 = Mon State | 6 = Rakhine State | 7 = Shan State | 8 = Ayeyarwady Region | 9 = Bago Region | 10 = Magway Region | 11 = Mandalay Region | 12 = Sagaing Region | 13 = Tanintharyi Region | 14 = Yangon Region | 15 = Naypyidaw Union Territory,As supplied in the source file for this wave.
178,REGION2_MNE,Region 2 Montenegro,wave-specific,numeric,1000,142459,1.0,4.0,,1 = Central (Central Statistical Region) | 2 = East (North Statistical Region) | 3 = North (North Statistical Region) | 4 = South (Coastal Statistical Region),As supplied in the source file for this wave.
179,REGION2_MNG,Region 2 Mongolia,wave-specific,numeric,1000,142459,1.0,5.0,,1 = West | 2 = Khangai | 3 = Central | 4 = East | 5 = Ulaanbaatar,As supplied in the source file for this wave.
180,REGION2_MOZ,Region 2 Mozambique,wave-specific,numeric,1000,142459,1.0,3.0,,1 = North | 2 = Central | 3 = South,As supplied in the source file for this wave.
181,REGION2_MRT,Region 2 Mauritania,wave-specific,numeric,1000,142459,1.0,4.0,,1 = Nouakchott | 2 = Central Region | 3 = North Region | 4 = South Region,As supplied in the source file for this wave.
182,REGION2_MUS,Region 2 Mauritius,wave-specific,numeric,1000,142459,1.0,4.0,,1 = North | 2 = Southwest | 3 = East | 4 = Rodrigues,As supplied in the source file for this wave.
183,REGION_MYS,Region Malaysia,wave-specific,numeric,1000,142459,1.0,15.0,,1 = Johor | 2 = Kedah | 3 = Kelantan | 4 = Pahang | 5 = Perak | 6 = Selangor | 7 = Terengganu | 8 = Negeri Sembilan | 10 = Melaka | 11 = Pulau Pinang | 12 = Putrajaya | 13 = Kuala Lumpur | 14 = Sabah | 15 = Sarawak,As supplied in the source file for this wave.
184,REGION2_NAM,Region 2 Namibia,wave-specific,numeric,1000,142459,1.0,4.0,,1 = Southeast | 2 = Central | 3 = Northern Urban | 4 = Northeast,As supplied in the source file for this wave.
185,REGION2_NER,Region 2 Niger,wave-specific,numeric,1000,142459,1.0,8.0,,1 = Agadez | 2 = Diffa | 3 = Dosso | 4 = Maradi | 5 = Niamey (District) | 6 = Tahoua | 7 = Tillaberi | 8 = Zinder,As supplied in the source file for this wave.
186,REGION2_NGA,Region 2 Nigeria,wave-specific,numeric,1000,142459,1.0,6.0,,1 = North Central | 2 = North East | 3 = North West | 4 = South East | 5 = South South | 6 = South West,As supplied in the source file for this wave.
187,REGION_NLD,Region Netherlands,wave-specific,numeric,1001,142458,17020.0,17031.0,,17020 = Groningen | 17021 = Friesland | 17022 = Drenthe | 17023 = Overijssel | 17024 = Gelderland | 17025 = Flevoland | 17026 = Utrecht | 17027 = Noord-Holland | 17028 = Zuid-Holland | 17029 = Zeeland | 17030 = Noord-Brabant | 17031 = Limburg,As supplied in the source file for this wave.
188,REGION5_NOR,Region 5 Norway,wave-specific,numeric,1001,142458,1.0,15.0,,1 = Oslo | 2 = Rogaland | 3 = Moere and Romsdal | 4 = Nordland | 5 = Ostfold | 6 = Akershus | 7 = Buskerud | 8 = Innlandet | 9 = Vestfold | 10 = Telemark | 11 = Agder | 12 = Vestland | 13 = Trondelag | 14 = Troms | 15 = Finnmark,As supplied in the source file for this wave.
189,REGION1_NPL,Region1 Nepal,wave-specific,numeric,1000,142459,1.0,7.0,,1 = Koshi | 2 = Madhesh | 3 = Bagmati | 4 = Gandaki | 5 = Lumbini | 6 = Karnali | 7 = Sudurpashchim,As supplied in the source file for this wave.
190,REGION2_NZL,Region 2 New Zealand,wave-specific,numeric,1000,142459,1.0,2.0,,1 = North Island | 2 = South Island,As supplied in the source file for this wave.
191,REGION1_OMN,Region 1 Oman,wave-specific,numeric,1000,142459,1.0,99.0,,1 = Ad Dakhiliyah | 2 = Ad Dhahirah | 3 = Al Batinah North | 4 = Al Batinah South | 5 = Al Buraymi | 6 = Al Wusta | 7 = Ash Sharqiyah North | 8 = Ash Sharqiyah South | 9 = Dhofar | 10 = Muscat | 11 = Musandam | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
192,REGION2_PAK,Region 2 Pakistan,wave-specific,numeric,1000,142459,1.0,3.0,,1 = Southwest | 2 = East | 3 = North,As supplied in the source file for this wave.
193,REGION2_PAN,Region 2 Panama,wave-specific,numeric,1000,142459,1.0,4.0,,1 = Panama Metropolitan | 2 = Central | 3 = Western | 4 = Eastern,As supplied in the source file for this wave.
194,REGION2_PER,Region 2 Peru,wave-specific,numeric,1000,142459,1.0,8.0,,1 = Lima Metropolitana (Lima Metropolis) | 2 = Sierra Norte (North Sierra/North Mountain) | 3 = Sierra Centro (Central Sierra/Central Mountain) | 4 = Sierra Sur (South Sierra/South Mountain) | 5 = Costa Norte (North Coast) | 6 = Costa Sur (South Coast) | 7 = Selva (Forest) | 8 = Costa Centro (Central Coast),As supplied in the source file for this wave.
195,REGION2_PHL,Region 2 Philippines,wave-specific,numeric,1000,142459,1.0,5.0,,1 = NCR | 3 = Balance Luzon | 4 = Visayas | 5 = Mindanao,As supplied in the source file for this wave.
196,REGION3_POL,Region 3 Poland,wave-specific,numeric,1005,142454,1.0,7.0,,1 = Central region | 2 = South region | 3 = East region | 4 = Northwest region | 5 = Southwest region | 6 = North region | 7 = Masovian,As supplied in the source file for this wave.
197,REGION3_PRT,Region 3 Portugal,wave-specific,numeric,1001,142458,1.0,9.0,,1 = Norte | 2 = Algarve | 3 = Centro | 4 = Alentejo | 5 = Oeste e Vale do Tejo | 6 = Grande Lisboa | 7 = Península de Setúbal | 8 = R.A.Acores | 9 = R.A.Madeira,As supplied in the source file for this wave.
198,REGION2_PRY,Region 2 Paraguay,wave-specific,numeric,1000,142459,1.0,5.0,,1 = Norte (North) | 2 = Sur (South) | 3 = Este (East) | 5 = Centro (Central),As supplied in the source file for this wave.
199,REGION2_PSE,Region 2 Palestine,wave-specific,numeric,1000,142459,1.0,3.0,,1 = West Bank | 3 = Jerusalem,As supplied in the source file for this wave.
200,REGION2_ROU,Region Romania,wave-specific,numeric,1000,142459,1.0,8.0,,1 = North-East | 2 = South-East | 3 = South | 4 = South-West | 5 = West | 6 = North-West | 7 = Central | 8 = Bucharest,As supplied in the source file for this wave.
201,REGION3_RUS,Region 3 Russia,wave-specific,numeric,1000,142459,1.0,10.0,,1 = Moscow city (capital) | 2 = Saint-Petersburg city | 3 = Center (excl Moscow city) | 4 = Northwest (excl Saint-Petersburg city) | 5 = South | 6 = Privolzhskiy | 7 = Urals | 8 = Siberia | 9 = Far East | 10 = North Caucasus,As supplied in the source file for this wave.
202,REGION2_SAU,Region 2 Saudi Arabia,wave-specific,numeric,1018,142441,1.0,5.0,,1 = Central | 2 = Western | 3 = Eastern | 4 = South | 5 = Northern,As supplied in the source file for this wave.
203,REGION2_SEN,Region 2 Senegal,wave-specific,numeric,1000,142459,1.0,5.0,,1 = Central | 2 = Natural Casamance | 3 = North | 4 = Oriental | 5 = West,As supplied in the source file for this wave.
204,REGION3_SLE,Region 3 Sierra Leone,wave-specific,numeric,1001,142458,1.0,5.0,,1 = Eastern Province | 2 = Northern Province | 3 = Southern Province | 4 = Western Province | 5 = North Western Province,As supplied in the source file for this wave.
205,REGION2_SLV,Region 2 El Salvador,wave-specific,numeric,1000,142459,1.0,4.0,,1 = Central | 2 = Western (Occidental) | 3 = Central East (Paracentral) | 4 = Eastern (Oriental),As supplied in the source file for this wave.
206,REGION2_SOM,Region 2 Somalia,wave-specific,numeric,1002,142457,1.0,3.0,,1 = Somaliland | 2 = Puntland | 3 = South Central,As supplied in the source file for this wave.
207,REGION2_SRB,Region 2 Serbia,wave-specific,numeric,1000,142459,1.0,6.0,,1 = Vojvodina | 2 = Belgrade | 3 = West Serbia | 4 = Central Serbia | 5 = East Serbia | 6 = South Serbia,As supplied in the source file for this wave.
