position,variable,label,block,type,n_valid,n_missing,min,max,mean,value_labels,derivation
120,L27B,Worry When Using the Internet or Social Media: Receiving False Information,wave-specific,numeric,89613,64582,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
121,L27C,Worry When Using the Internet or Social Media: Fraud,wave-specific,numeric,89613,64582,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
122,EMP8B,Primary Occupation/Job Title (Coded Response),wave-specific,numeric,82420,71775,1.0,99.0,,"1 = Business owner (big, middle or small business) with hired workers | 2 = Vendor/Small scale trader/Self-employed without hired workers/Street hawker/Informal worker | 3 = Professional: doctor, lawyer, engineer, teacher, nurse, etc. | 4 = Hired Manager/Executive/Official: in a business or the government | 5 = Clerical/Other office worker/Sales worker | 6 = Hired Service worker: maid, taxi driver, maintenance or repair worker, etc. | 7 = Construction/Manufacturing/Production worker | 8 = Farmer/Farm worker/Fisherman/Other agricultural laborer | 97 = Other | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
123,WP12258,Sampling Stratification,wave-specific,numeric,154195,0,0.0,99999.0,12912.172198,,As supplied in the source file for this wave.
124,WP12258A,Sampling Stratification 2,wave-specific,numeric,154195,0,1014200001.0,198014100024.0,85282100935.13013,,As supplied in the source file for this wave.
125,WP12259,Sampling Stage 1 (PSU),wave-specific,numeric,154195,0,1.0,137607025.0,270441.073349,,As supplied in the source file for this wave.
126,IncomeFeelings,Feelings About Household Income,wave-specific,numeric,154195,0,1.0,6.0,,1 = Living comfortably on present income | 2 = Getting by on present income | 3 = Finding it difficult on present income | 4 = Finding it very difficult on present income | 5 = (DK) | 6 = (Refused),As supplied in the source file for this wave.
127,REGION2_AFG,Region2 Afghanistan,wave-specific,numeric,1127,153068,1.0,7.0,,1 = Central | 2 = Northern | 3 = South | 4 = East | 5 = West | 6 = North-Eastern | 7 = South-Western,As supplied in the source file for this wave.
128,REGION2_ALB,Region 2 Albania,wave-specific,numeric,1080,153115,1.0,3.0,,1 = North Albania | 2 = Central Albania | 3 = South Albania | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
129,REGION_ARE,Region United Arab Emirates,wave-specific,numeric,1004,153191,1.0,8.0,,1 = Abu Dhabi Emirate | 3 = Dubai Emirate | 4 = Sharjah Emirate | 5 = Ajman Emirate | 6 = Um Quwain Emirate | 7 = Ras Al Khaimah Emirate (RAK) | 8 = Fujairah Emirate | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
130,REGION2_ARG,Region 2 Argentina,wave-specific,numeric,1060,153135,1.0,6.0,,1 = Metropolitana | 2 = Pampeana | 3 = Cuyo | 4 = N.O.A. (Noroeste Argentino) | 5 = N.E.A. (Noreste Argentino) | 6 = Patagonia | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
131,REGION2_ARM,Region 2 Armenia,wave-specific,numeric,1080,153115,1.0,4.0,,1 = Capital | 2 = Central Armenia | 3 = North Armenia | 4 = South Armenia,As supplied in the source file for this wave.
132,REGION_AUS,Region Australia,wave-specific,numeric,1003,153192,1.0,99.0,,"1 = Sydney | 2 = New South Wales (NSW), excluding Sydney | 3 = Melbourne | 4 = Victoria (VIC), excluding Melbourne | 5 = Brisbane | 6 = Queensland (QLD), excluding Brisbane | 7 = Adelaide | 8 = South Australia (SA), excluding Adelaide | 9 = Perth | 10 = Western Australia (WA), excluding Perth | 11 = Hobart | 12 = Tasmania (TAS), excluding Hobart | 13 = Australian Capital Territory (ACT) | 14 = Darwin | 15 = Northern Territory (NT), excluding Darwin | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
133,REGION_AUT,Region Austria,wave-specific,numeric,1000,153195,18011.0,99999.0,,18011 = Burgenland | 18012 = Lower Austria (Niederosterreich) | 18013 = Vienna (Wien) | 18021 = Carinthia (Karnten) | 18022 = Styria (Steiermark) | 18031 = Upper Austria (Oberosterreich) | 18032 = Salzburg | 18033 = Tyrol  (Tirol) | 18034 = Vorarlberg | 99998 = (DK) | 99999 = (Refused),As supplied in the source file for this wave.
134,REGION_BEL,Region Belgium,wave-specific,numeric,1000,153195,10.0,35.0,,10 = Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest | 21 = Prov. Antwerpen | 22 = Prov. Limburg (B) | 23 = Prov. Oost-Vlaanderen | 24 = Prov. Vlaams-Brabant | 25 = Prov. West-Vlaanderen | 31 = Prov. Brabant Wallon | 32 = Prov. Hainaut | 33 = Prov. Liege | 34 = Prov. Luxembourg (B) | 35 = Prov. Namur | 998 = (DK) | 999 = (Refused),As supplied in the source file for this wave.
135,REGION2_BEN,Region 2 Benin,wave-specific,numeric,1000,153195,1.0,12.0,,1 = ALIBORI | 2 = ATAKORA | 3 = ATLANTIQUE | 4 = BORGOU | 5 = COLLINES | 6 = COUFFO | 7 = DONGA | 8 = LITTORAL | 9 = MONO | 10 = OUEME | 11 = PLATEAUX | 12 = ZOU | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
136,REGION2_BFA,Region 2 Burkina Faso,wave-specific,numeric,1000,153195,1.0,13.0,,1 = Boucle du Mouhoun | 2 = Cascade | 3 = Centre | 4 = Centre East | 5 = Centre North | 6 = Centre South | 7 = Centre West | 8 = East | 9 = Hauts Bassins | 10 = North | 11 = Plateau Central | 12 = Sahel | 13 = South West | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
137,REGION_BGD,Region Bangladesh,wave-specific,numeric,1072,153123,1.0,7.0,,1 = Dhaka | 2 = Chittagong | 3 = Khulna | 4 = Rajshahi | 5 = Sylhet | 6 = Barisal | 7 = Rangpur | 8 = Mymensingh | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
138,REGION2_BGR,Region 2 Bulgaria,wave-specific,numeric,1080,153115,26011.0,26023.0,,97 = (Respondent does not live in Bulgaria) | 98 = (DK) | 99 = (Refused) | 26011 = North-West (Severozapaden) | 26012 = North-Central (Severen tsentralen) | 26013 = North-East (Severoiztochen) | 26021 = South-West (Yugozapaden) | 26022 = South-Central (Yuzhen tsentralen) | 26023 = South-East (Yugoiztochen),As supplied in the source file for this wave.
139,REGION2_BIH,Region 2 Bosnia,wave-specific,numeric,0,154195,,,,1 = Federation of Bosnia and Herzegovina | 2 = West Bosnia and Herzegovina | 3 = Republika Srpska,As supplied in the source file for this wave.
140,REGION2_BOL,Region 2 Bolivia,wave-specific,numeric,1000,153195,1.0,3.0,,1 = Los Llanos | 2 = Valles (Valley) | 3 = Altiplano (High Plateau) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
141,REGION2_BRA,Region 2 Brazil,wave-specific,numeric,1080,153115,1.0,5.0,,1 = South (SU) | 2 = Southeast (SE) | 3 = Central-West (CO) | 4 = North (NO) | 5 = Northeast (NE) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
142,REGION2_CAN,Region 2 Canada,wave-specific,numeric,1026,153169,10.0,59.0,,10 = Newfoundland and Labrador | 11 = Prince Edward Island | 12 = Nova Scotia | 13 = New Brunswick | 24 = Quebec | 35 = Ontario | 46 = Manitoba | 47 = Saskatchewan | 48 = Alberta | 59 = British Columbia | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
143,REGION_CHE,Region Switzerland,wave-specific,numeric,1000,153195,1.0,98.0,,1 = Aargau | 2 = Appenzell Inner Rhodes | 3 = Appenzell Outer Rhodes | 4 = Basel-Landschaft | 5 = Basel-Stadt | 6 = Bern | 7 = Fribourg | 8 = Geneva | 9 = Glarus | 10 = Graubunden | 11 = Jura | 12 = Lucerne | 13 = Neuchatel | 14 = Nidwalden | 15 = Obwalden | 16 = Sankt Gallen | 17 = Schaffhausen | 18 = Schwyz | 19 = Solothurn | 20 = Thurgau | 21 = Ticino | 22 = Uri | 23 = Valais | 24 = Vaud | 25 = Zug | 26 = Zurich | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
144,REGION_CHL,Region Chile,wave-specific,numeric,1060,153135,1.0,15.0,,1 = Tarapacá | 2 = Antofagasta | 3 = Atacama | 4 = Coquimbo | 5 = Valparaíso | 6 = O’Higgins | 7 = Maule | 8 = Biobío | 9 = La Araucanía | 10 = Los Lagos | 11 = Aysén | 12 = Magallanes y la Antártica Chilena | 13 = Metropolitana | 14 = Los Ríos | 15 = Arica y Parinacota | 16 = Nuble | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
145,REGION_CHN,Region China,wave-specific,numeric,3709,150486,1.0,31.0,,1 = Anhui | 2 = Fujian | 3 = Gansu | 4 = Guangdong | 5 = Guizhou | 6 = Hainan | 7 = Hebei | 8 = Heilongjiang | 9 = Henan | 10 = Hubei | 11 = Hunan | 12 = Jiangsu | 13 = Jiangxi | 14 = Jilin | 15 = Liaoning | 16 = Qinghai | 17 = Shaanxi | 18 = Shandong | 19 = Shanxi | 20 = Sichuan | 21 = Yunnan | 22 = Zhejiang | 23 = Guangxi | 24 = Nei Mongol | 25 = Ningxia | 26 = Xinjiang Uygur | 27 = Xizang (Tibet) | 28 = Beijing municipality | 29 = Chongqing municipality | 30 = Shanghai municipality | 31 = Tianjin municipality | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
146,REGION2_CIV,Region 2 Ivory Coast,wave-specific,numeric,1000,153195,1.0,5.0,,1 = Abidjan | 2 = South | 3 = West | 4 = Northeast | 5 = Center | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
147,REGION2_CAM,Region 2 Cameroon,wave-specific,numeric,1000,153195,1.0,4.0,,1 = Coastal Region | 2 = North | 3 = South | 4 = West,As supplied in the source file for this wave.
148,REGION_COG,Region Congo Brazzaville,wave-specific,numeric,1090,153105,1.0,12.0,,1 = Bouenza | 2 = Brazzaville | 3 = Cuvette | 4 = Cuvette Ouest | 5 = Kouilou | 6 = Lekoumou | 7 = Likouala | 8 = Niari | 9 = Plateaux | 10 = Pool | 11 = Sangha | 12 = Pointe-Noire | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
149,REGION2_COL,Region2 Colombia,wave-specific,numeric,1000,153195,1.0,6.0,,1 = Bogotá | 2 = North Caribbean | 3 = Central East | 4 = Antioquia/Eje Cafetero | 5 = South West | 6 = National Territory | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
150,REGION_CRI,Region Costa Rica,wave-specific,numeric,1000,153195,1.0,7.0,,1 = San Jose | 2 = Alajuela | 3 = Cartago | 4 = Heredia | 5 = Guanacaste | 6 = Puntarenas | 7 = Limon | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
151,REGION_CYP,Region Cyprus,wave-specific,numeric,1009,153186,1.0,5.0,,1 = Nicosia | 2 = Limassol | 3 = Larnaka | 4 = Famagusta | 5 = Pafos | 8 = (DK) | 9 = (Refused),As supplied in the source file for this wave.
152,REGION2_CZE,Region 2 Czech Republic,wave-specific,numeric,0,154195,,,,1 = Prague | 2 = Central Bohemia | 3 = Southwest | 4 = Northwest | 5 = Northeast | 6 = Southeast | 7 = Central Moravia | 8 = Moravskoslezsko | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
153,REGION_DEU,Region Germany,wave-specific,numeric,1000,153195,4001.0,4016.0,,4001 = Schleswig-Holstein | 4002 = Hamburg | 4003 = Niedersachsen | 4004 = Bremen | 4005 = Nordrhein-Westfalen | 4006 = Hessen | 4007 = Rheinland-Pfalz | 4008 = Baden-Wurttemberg | 4009 = Bayern | 4010 = Saarland | 4011 = Berlin | 4012 = Brandenburg | 4013 = Mecklenburg-Vorpommern | 4014 = Sachsen | 4015 = Sachsen-Anhalt | 4016 = Thuringen | 9998 = Dont know | 9999 = Refused,As supplied in the source file for this wave.
154,REGION2_DNK,Region2 Denmark,wave-specific,numeric,1000,153195,3001.0,3005.0,,3001 = Region Hovedstaden (Capital Region of Denmark) | 3002 = Region Sjaelland (Region Zealand) | 3003 = Region Syddanmark (Southern Denmark Region) | 3004 = Region Midtjylland (Central Denmark Region) | 3005 = Region Nordjylland (North Denmark Region),As supplied in the source file for this wave.
155,REGION2_DOM,Region2 Dominican Republic,wave-specific,numeric,1078,153117,1.0,6.0,,1 = National District | 2 = Santo Domingo | 3 = East Region | 4 = North West Region | 5 = North East Region | 6 = South Region | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
156,REGION2_DZA,Region 2 Algeria,wave-specific,numeric,1100,153095,1.0,4.0,,1 = North Central | 2 = Northeast | 3 = Northwest | 4 = Algiers | 5 = South | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
157,REGION2_ECU,Region 2 Ecuador,wave-specific,numeric,1000,153195,1.0,3.0,,1 = Costa (Coast) | 2 = Sierra (Mountain) | 3 = Oriente (East) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
158,REGION2_EGY,Region 2 Egypt,wave-specific,numeric,1070,153125,1.0,3.0,,1 = Urban Governorates | 2 = Northern Governorates (Nile Delta) | 3 = Southern Governorates (Upper Egypt) | 4 = Frontier Governorates | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
159,REGION2_ESP,Region 2 Spain,wave-specific,numeric,999,153196,7001.0,7007.0,,7001 = North-West | 7002 = North-East | 7003 = Community of Madrid | 7004 = Centre | 7005 = East | 7006 = South | 7007 = The Canaries,As supplied in the source file for this wave.
160,REGION2_EST,Region 2 Estonia,wave-specific,numeric,1080,153115,1.0,8.0,,1 = North Estonia | 4 = West Estonia | 6 = Central Estonia | 7 = North-Eastern Estonia | 8 = South Estonia | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
161,REGION_FIN,Region Finland,wave-specific,numeric,1000,153195,1.0,19.0,,1 = Aland | 2 = Central Finland | 3 = Central Ostrobothnia | 4 = Southwest Finland (Finland Proper) | 5 = Kainuu | 6 = Kymenlaakso | 7 = Lapland | 8 = North Karelia | 9 = Northern Ostrobothnia | 10 = Northern Savonia (North Savo) | 11 = Ostrobothnia | 12 = Paijanne Tavastia (Paijat-Hame) | 13 = Tampere Region (Pirkanmaa) | 14 = Satakunta | 15 = South Karelia | 16 = Southern Ostrobothnia | 17 = Southern Savonia (South Savo) | 18 = Kanta-Hame (Tavastia Proper) | 19 = Uusimaa | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
162,REGION3_FRA,Region 3 France,wave-specific,numeric,1000,153195,1.0,99.0,,1 = Grand Est | 2 = Nouvelle-Aquitaine | 3 = Auvergne Rhone-Alps | 4 = Bourgogne Franche-Comte | 5 = Brittany | 6 = Center-Val de Loire | 7 = Corsica | 8 = Paris-Isle-of-France | 9 = Occitanie | 10 = Hauts-de-France | 11 = Normandy | 12 = Pays de la Loire | 13 = Provence-Alpes-Cote dAzur/PACA | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
163,REGION_GAB,Region Gabon,wave-specific,numeric,1070,153125,1.0,9.0,,1 = Estuaire | 2 = Haut-Ogooue | 3 = Moyen-Ogooue | 4 = Ngounie | 5 = Nyanga | 6 = Ogooue-Ivindo | 7 = Ogooue-Lolo | 8 = Ogooue-Maritime | 9 = Woleu-Ntem | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
164,REGION_GBR,Region United Kingdom,wave-specific,numeric,1000,153195,1.0,99.0,,1 = East Midlands | 2 = East of England | 3 = London | 4 = North East | 5 = North West | 6 = Scotland | 7 = South East | 8 = South West | 9 = Wales | 10 = West Midlands | 11 = Yorkshire and The Humber | 12 = Northern Ireland | 98 = (Dont know) | 99 = (Refused),As supplied in the source file for this wave.
165,REGION_GEO,Region Georgia,wave-specific,numeric,1080,153115,1.0,10.0,,1 = Tbilisi | 2 = Imereti | 3 = Adjara | 4 = Samegrelo | 5 = Sida Kartli | 6 = Kvemo Kartli | 7 = Mtskheta-Mtianeti | 8 = Samtskhe-Javakheti | 9 = Kakheti | 10 = Guria | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
166,REGION3_GHA,Region 3 Ghana,wave-specific,numeric,0,154195,,,,1 = Ashanti | 2 = Bono Region | 3 = Bono East Region | 4 = Ahafo Region | 5 = Central | 6 = Eastern | 7 = Greater Accra | 8 = Northern | 9 = Savannah | 10 = North East | 11 = Upper East | 12 = Upper West | 13 = Volta Region | 14 = Oti | 15 = Western Region | 16 = Western North,As supplied in the source file for this wave.
167,REGION2_GUI,Region 2 Guinea,wave-specific,numeric,1140,153055,1.0,4.0,,1 = Basse Guinee | 2 = Moyenne Guinee | 3 = Haute Guinee | 4 = Guinee Forestiere,As supplied in the source file for this wave.
168,REGION_GRC,Region Greece,wave-specific,numeric,1080,153115,1.0,13.0,,1 = Attica | 2 = Central Greece | 3 = Central Macedonia | 4 = Crete | 5 = East Macedonia and Thrace | 6 = Epirus | 7 = Ionian Islands | 8 = North Aegean | 9 = Peloponnese | 10 = South Aegean | 11 = Thessaly | 12 = West Greece | 13 = West Macedonia | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
169,REGION_HKG,Region Hong Kong,wave-specific,numeric,1002,153193,1.0,3.0,,1 = Hong Kong Island | 2 = Kowloon | 3 = New Territories | 8 = (DK) | 9 = (Refused),As supplied in the source file for this wave.
170,REGION2_HND,REGION 2 Honduras,wave-specific,numeric,1000,153195,1.0,7.0,,1 = South (Sur) | 2 = North-East (Nor Oriente) | 3 = Central - West (Centro Occidental) | 4 = Central - East (Centro Oriental) | 5 = North (Norte) | 6 = West | 7 = Atlantic Coast (Litoral Atlantico) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
171,REGION2_HRV,Region 2 Croatia,wave-specific,numeric,1080,153115,1.0,5.0,,"1 = Sredisnja Hrvatska | 2 = Zagreb i okolica | 3 = Dalmacija | 4 = Slavonija i Medimurje | 5 = Istra, Primorje i Gorski Kotar | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
172,REGION2_HUN,Region 2 Hungary,wave-specific,numeric,1080,153115,1.0,7.0,,1 = Central Hungary | 2 = Southern Transdanubia | 3 = Southern Great Plains | 4 = Northern Hungary | 5 = Central Transdanubia | 6 = West Transdanubia | 7 = Northern Great Plains | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
173,REGION2_IDN,Region2 Indonesia,wave-specific,numeric,1094,153101,1.0,8.0,,"1 = Sumatra | 2 = DKI Jakarta, Banten, West Java | 3 = Central Java, DI Yogjakarta | 4 = East Java | 5 = Kalimantan | 6 = Sulawesi | 7 = Bali, NTB, NTT | 8 = Indonesia Timur",As supplied in the source file for this wave.
174,REGION2_IND,Region2 India,wave-specific,numeric,3377,150818,1.0,5.0,,1 = Central | 2 = East | 3 = West | 4 = North | 5 = South | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
175,REGION2_IRL,Region 2 Ireland,wave-specific,numeric,997,153198,1.0,8.0,,1 = Border | 2 = Dublin | 3 = Mid-East | 4 = Midland | 5 = Mid-West | 6 = South-East | 7 = South-West | 8 = West,As supplied in the source file for this wave.
176,REGION2_IRN,Region 2 Iran,wave-specific,numeric,1005,153190,1.0,5.0,,1 = Northwest (Azerbaijan Iran) | 2 = Western Iran (excl Tehran) | 3 = Tehran | 4 = Central Iran | 5 = Eastern Iran,As supplied in the source file for this wave.
177,REGION_IRQ,Region Iraq,wave-specific,numeric,1097,153098,1.0,17.0,,1 = Baghdad | 2 = Basra | 3 = Najaf | 4 = Anbar | 5 = Kirkuk (Tamim) | 6 = Sulaymaniya | 7 = Arbil | 8 = Diyala | 9 = Ninawa | 10 = Dhi Qar | 11 = Babil | 12 = Maysan | 13 = Wasit | 14 = Salah ad-Din | 15 = Muthanna | 16 = Qadisiyyah | 17 = Karbala | 18 = Duhok | 19 = Halabja | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
178,REGION_ICL,Region Iceland,wave-specific,numeric,0,154195,,,,1 = Capital area | 2 = Outside the capital area | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
179,REGION_ISR,Region Israel,wave-specific,numeric,1095,153100,1.0,6.0,,1 = Jerusalem District | 2 = Northern District | 3 = Haifa District | 4 = Central District | 5 = Tel Aviv District | 6 = Southern District | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
180,REGION2_ITA,Region 2 Italy,wave-specific,numeric,1000,153195,10001.0,10005.0,,10001 = North West | 10002 = North East | 10003 = Centre | 10004 = South | 10005 = Islands,As supplied in the source file for this wave.
181,REGION4_JMC,Region 4 Jamaica,wave-specific,numeric,501,153694,1.0,3.0,,1 = Condado de Cornwall | 2 = Condado de Middlesex | 3 = Condado de Surrey | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
182,REGION_JOR,Region Jordan,wave-specific,numeric,1001,153194,1.0,12.0,,1 = Amman | 2 = Al Zarqa | 3 = Al Balqa a | 4 = Madaba | 5 = Irbid | 6 = Al Mafraq | 7 = Jarash | 8 = Ajloun | 9 = Al Karak | 10 = Al Tafilah | 11 = Ma an | 12 = Al Aqaba | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
183,REGION_JPN,Region Japan,wave-specific,numeric,1012,153183,1.0,99.0,,1 = Hokkaido | 2 = Tohoku | 3 = Kanto | 4 = Hokuriku | 5 = Koshinetsu | 6 = Tokai | 7 = Chukyo | 8 = Kansai | 9 = Chugoku | 10 = Shikoku | 11 = Kyushu | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
184,REGION2_KAZ,Region 2 Kazakhstan,wave-specific,numeric,1080,153115,1.0,7.0,,1 = Astana | 2 = East | 3 = South | 4 = West | 5 = North | 6 = Center | 7 = Almaty,As supplied in the source file for this wave.
185,REGION2_KEN,Region 2 Kenya,wave-specific,numeric,1001,153194,1.0,8.0,,1 = Nairobi Province | 2 = Central Province | 3 = Eastern Province | 4 = Nyanza Province | 5 = Rift Valley Province | 6 = Western Province | 7 = North Eastern Province | 8 = Coast Province | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
186,REGION2_KGZ,Region 2 Kyrgyzstan,wave-specific,numeric,1080,153115,1.0,3.0,,1 = Bishkek | 2 = South | 3 = North,As supplied in the source file for this wave.
187,REGION2_KHM,Region 2 Cambodia,wave-specific,numeric,1000,153195,1.0,4.0,,1 = Plains Region | 2 = Tonle Sap Region | 3 = Coastal Region | 4 = Plateau and Mountain Region,As supplied in the source file for this wave.
188,REGION_KOR,Region South Korea,wave-specific,numeric,1007,153188,1.0,99.0,,1 = Seoul | 2 = Busan | 3 = Daegu | 4 = Incheon | 5 = Gwangju | 6 = Daejeon | 7 = Ulsan | 8 = Gyeonggi-do | 9 = Gangwo-do | 10 = Chungcheongbuk-do (Northern Chungcheong) | 11 = Chungcheongnam-do (Southern Chungcheong) | 12 = Jeollabuk-do (Northern Jeolla) | 13 = Jeollanam-do (Southern Jeolla) | 14 = Gyeongsangbuk-do (Northern Gyeongsang) | 15 = Gyeongsangnam-do (Southern Gyeongsang) | 16 = Jeju-do | 17 = Sejong | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
189,REGION2_LAO,Region 2 Laos,wave-specific,numeric,1070,153125,1.0,3.0,,1 = North | 2 = Central | 3 = South,As supplied in the source file for this wave.
190,REGION_LBN,Region Lebanon,wave-specific,numeric,1040,153155,1.0,30.0,,1 = Beirut. East Center | 3 = Beirut. West Center | 5 = Tripoli | 6 = Koura | 7 = Zgharta | 8 = Batroun | 9 = Akkar | 10 = Saida | 11 = Tyre | 12 = Nabatieh | 13 = Zahle | 14 = Baalbak | 15 = Western Bekaa | 17 = Jbeil | 18 = Chouf | 19 = Aley | 20 = Jezzine | 21 = Bent Jbeil | 22 = Matn | 23 = Becharri | 24 = Marjeyoune | 25 = Hasbaya | 26 = Rashaya | 27 = Hermel | 28 = Keserwan (incl Jounieh) | 29 = Minieh-Danniye | 30 = Baabda | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
191,REGION2_PAK,Region 2 Pakistan,wave-specific,numeric,1091,153104,1.0,3.0,,1 = Southwest | 2 = East | 3 = North,As supplied in the source file for this wave.
192,REGION_LTU,Region Lithuania,wave-specific,numeric,1080,153115,1.0,10.0,,1 = Alytaus county | 2 = Kauno county | 3 = Klaipedos county | 4 = Marijampoles county | 5 = Panevezio county | 6 = Siauliu county | 7 = Taurages county | 8 = Telsiu county | 9 = Utenos county | 10 = Vilnius county | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
193,REGION_LVA,Region Latvia,wave-specific,numeric,1080,153115,1.0,6.0,,1 = Riga | 2 = Vidzeme | 3 = Kurzeme | 4 = Zemgale | 5 = Latgale | 6 = Pieriga | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
194,REGION3_MAR,Region 3 Morocco,wave-specific,numeric,1015,153180,1.0,10.0,,1 = Tanger-Tetouan-Al Hoceima Region | 2 = Oriental Region | 3 = Fes-Meknes Region | 4 = Rabat-Sale-Kenitra Region | 5 = Beni Mellal-Khenifra Region | 6 = Casablanca-Settat Region | 7 = Marrakech-Safi Region | 8 = Draa-Tafilalet Region | 9 = Souss-Massa Region | 10 = Guelmim-Oued Noun Region | 11 = Laayoune-Sakia El Hamra Region | 12 = Dakhla-Oued Ed-Dahab Region | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
195,REGION2_MDA,Region2 Moldova,wave-specific,numeric,1080,153115,1.0,3.0,,1 = North | 2 = Center | 3 = South | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
196,REGION2_MEX,Region 2 Mexico,wave-specific,numeric,1001,153194,1.0,3.0,,1 = Norte (North) | 2 = Sur (South) | 3 = Centro (Central) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
197,REGION2_MKD,Region 2 Macedonia,wave-specific,numeric,1080,153115,1.0,5.0,,1 = Skopje | 2 = Northwest Macedonia | 3 = Southwest Macedonia | 4 = East Macedonia | 5 = Northeast Macedonia,As supplied in the source file for this wave.
198,REGION2_MLI,Region 2 Mali,wave-specific,numeric,1130,153065,1.0,8.0,,1 = Bamako | 2 = Gao/Menaka | 3 = Kayes | 4 = Kidal | 5 = Koulikoro | 6 = Mopti | 7 = Segou | 8 = Sikasso | 9 = Tombouctou/Taoudenit,As supplied in the source file for this wave.
199,REGION_MLT,Region Malta,wave-specific,numeric,1000,153195,1.0,6.0,,1 = Southern Harbour District | 2 = Northern Harbour District | 3 = South Eastern District | 4 = Western District | 5 = North District | 6 = Gozo and Comino,As supplied in the source file for this wave.
200,REGION_MMR,Region Myanmar,wave-specific,numeric,1100,153095,2.0,15.0,,1 = Chin State | 2 = Kachin State | 3 = Kayah State | 4 = Kayin State | 5 = Mon State | 6 = Rakhine State | 7 = Shan State | 8 = Ayeyarwady Region | 9 = Bago Region | 10 = Magway Region | 11 = Mandalay Region | 12 = Sagaing Region | 13 = Tanintharyi Region | 14 = Yangon Region | 15 = Naypyidaw Union Territory | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
201,REGION2_MNG,Region 2 Mongolia,wave-specific,numeric,1070,153125,1.0,5.0,,1 = West | 2 = Khangai | 3 = Central | 4 = East | 5 = Ulaanbaatar,As supplied in the source file for this wave.
202,REGION2_MOZ,Region 2 Mozambique,wave-specific,numeric,1000,153195,1.0,3.0,,1 = North | 2 = Central | 3 = South,As supplied in the source file for this wave.
203,REGION2_MUS,Region 2 Mauritius,wave-specific,numeric,1000,153195,1.0,4.0,,1 = North | 2 = Southwest | 3 = East | 4 = Rodrigues,As supplied in the source file for this wave.
